"idvisitas","idvalidacion","iduser","idgeo","fvisita","idobs1","idobs2","idviento","temperatura","idnubes","observaciones","fcreacion","fmodificacion","ptf","protocolo","ffin"
147,NULL,NULL,"20","2012-05-25 13:45:00",77,55,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20120525",16,"2012-05-25 15:00:00"
148,NULL,NULL,"24","2012-07-10 12:20:00",77,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20120710",16,"2012-07-10 14:00:00"
149,NULL,NULL,"21","2012-07-16 11:20:00",77,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20120716",16,"2012-07-16 12:40:00"
150,NULL,NULL,"23","2012-07-12 10:50:00",77,55,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20120712",16,"2012-07-12 12:33:00"
151,NULL,NULL,"20","2012-07-20 13:04:00",77,55,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20120720",16,"2012-07-20 14:00:00"
152,NULL,NULL,"18","2012-07-03 12:00:00",55,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20120703",16,"2012-07-03 13:40:00"
153,NULL,NULL,"20","2013-04-08 12:00:00",77,55,0,NULL,0,"Fuera de transecto:
A. urticae (vieja)
G. cleopatra","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130408",16,"2013-04-08 13:00:00"
154,NULL,NULL,"21","2013-04-09 11:40:00",55,82,0,NULL,3,"Solo se completan 8 tramos, debido a la nieve
No se observan mariposas
Fuera de transecto:
G. cleopatra","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130409",16,"2013-04-09 12:30:00"
155,NULL,NULL,"37","2013-08-26 11:20:00",82,0,2,NULL,2,"70% sol y 30% nubes","2021-04-13 00:00:00","2021-04-13 00:00:00","16-37-20130826",16,"2013-08-26 11:30:00"
156,NULL,NULL,"18","2013-04-10 12:50:00",55,0,0,NULL,0,"Se empieza en el tramo 5 por nieve
Fuera de transecto:
A.urticae
V.cardui","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130410",16,"2013-04-10 13:30:00"
157,NULL,NULL,"23","2013-04-11 12:00:00",77,55,0,NULL,2,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130411",16,"2013-04-11 13:00:00"
158,NULL,NULL,"20","2013-04-15 12:30:00",55,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130415",16,"2013-04-15 13:45:00"
159,NULL,NULL,"14","2013-04-16 12:20:00",55,0,0,NULL,0,"Fuera de transecto:
Colias croceus","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130416",16,"2013-04-16 13:10:00"
160,NULL,NULL,"21","2013-04-17 12:05:00",55,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130417",16,"2013-04-17 13:18:00"
161,NULL,NULL,"18","2013-04-18 12:00:00",55,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130418",16,"2013-04-18 12:50:00"
162,NULL,NULL,"23","2013-04-19 12:00:00",55,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130419",16,"2013-04-19 13:30:00"
163,NULL,NULL,"21","2013-04-24 11:20:00",55,0,0,NULL,1,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130424",16,"2013-04-24 12:17:00"
164,NULL,NULL,"20","2013-04-26 11:50:00",55,0,0,NULL,4,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130426",16,"2013-04-26 13:30:00"
165,NULL,NULL,"21","2013-05-02 11:00:00",55,0,0,NULL,1,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130502",16,"2013-05-02 11:46:00"
166,NULL,NULL,"18","2013-05-06 11:05:00",55,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130506",16,"2013-05-06 12:16:00"
167,NULL,NULL,"20","2013-05-06 13:20:00",77,55,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130506",16,"2013-05-06 14:31:00"
168,NULL,NULL,"14","2013-05-07 11:40:00",55,0,0,NULL,3,"El inicio con un 90% de nubes altas.
Durante elrecorrido se despeja a un 30%.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130507",16,"2013-05-07 12:20:00"
169,NULL,NULL,"23","2013-05-08 10:15:00",55,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130508",16,"2013-05-08 11:40:00"
170,NULL,NULL,"21","2013-05-10 10:40:00",55,82,0,NULL,3,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130510",16,"2013-05-10 12:00:00"
171,NULL,NULL,"20","2013-05-13 13:00:00",55,0,0,NULL,2,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130513",16,"2013-05-13 14:23:00"
172,NULL,NULL,"21","2013-05-16 12:30:00",55,0,1,NULL,3,"Nubes altas","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130516",16,"2013-05-16 13:20:00"
173,NULL,NULL,"23","2013-05-24 10:30:00",55,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130524",16,"2013-05-24 11:46:00"
174,NULL,NULL,"17","2013-06-19 12:35:00",55,0,1,NULL,3,"60% nubes","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130619",16,"2013-06-19 13:14:00"
175,NULL,NULL,"18","2013-06-19 11:25:00",55,0,1,NULL,1,"10% nubes","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130619",16,"2013-06-19 12:10:00"
176,NULL,NULL,"23","2013-06-04 10:30:00",55,82,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130604",16,"2013-06-04 12:00:00"
177,NULL,NULL,"21","2013-06-04 13:30:00",55,82,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130604",16,"2013-06-04 14:30:00"
178,NULL,NULL,"17","2013-06-05 11:00:00",55,0,1,NULL,1,"15% nubes","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130605",16,"2013-06-05 11:40:00"
179,NULL,NULL,"18","2013-06-05 12:00:00",55,0,1,NULL,3,"50% nubes","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130605",16,"2013-06-05 13:00:00"
180,NULL,NULL,"14","2013-06-08 11:00:00",55,0,1,NULL,3,"70% nubes, parcialmente cubierto","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130608",16,"2013-06-08 13:30:00"
181,NULL,NULL,"21","2013-06-12 12:12:00",82,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130612",16,"2013-06-12 13:39:00"
182,NULL,NULL,"24","2013-06-06 11:18:00",55,0,1,NULL,1,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130606",16,"2013-06-06 12:00:00"
183,NULL,NULL,"20","2013-06-14 10:24:00",77,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130614",16,"2013-06-14 12:02:00"
184,NULL,NULL,"24","2013-06-17 10:15:00",55,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130617",16,"2013-06-17 11:20:00"
185,NULL,NULL,"21","2013-06-18 10:45:00",77,0,1,NULL,0,"Día con intervalos nubosos.
Algo frio
19 especies
127 mariposas","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130618",16,"2013-06-18 12:30:00"
186,NULL,NULL,"14","2013-06-20 11:05:00",55,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130620",16,"2013-06-20 12:03:00"
187,NULL,NULL,"23","2013-06-20 10:43:00",77,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130620",16,"2013-06-20 12:30:00"
188,NULL,NULL,"20","2013-06-21 10:00:00",55,82,1,NULL,3,"60% nubes","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130621",16,"2013-06-21 11:10:00"
189,NULL,NULL,"18","2013-06-24 08:58:00",77,0,2,NULL,1,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130624",16,"2013-06-24 00:00:00"
190,NULL,NULL,"17","2013-06-24 14:30:00",77,0,2,NULL,1,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130624",16,"2013-06-24 15:00:00"
191,NULL,NULL,"24","2013-06-26 12:19:00",77,0,1,NULL,1,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130626",16,"2013-06-26 13:33:00"
192,NULL,NULL,"21","2013-06-27 14:29:00",77,82,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130627",16,"2013-06-27 00:00:00"
193,NULL,NULL,"23","2013-06-27 11:30:00",77,82,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130627",16,"2013-06-27 12:43:00"
194,NULL,NULL,"14","2013-06-28 10:30:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130628",16,"2013-06-28 12:00:00"
195,NULL,NULL,"24","2013-07-03 10:12:00",77,82,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130703",16,"2013-07-03 11:15:00"
196,NULL,NULL,"20","2013-07-03 12:20:00",77,82,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130703",16,"2013-07-03 13:42:00"
197,NULL,NULL,"17","2013-07-04 12:07:00",82,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130704",16,"2013-07-04 13:10:00"
198,NULL,NULL,"18","2013-07-04 13:26:00",82,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130704",16,"2013-07-04 14:35:00"
199,NULL,NULL,"14","2013-07-05 10:54:00",82,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130705",16,"2013-07-05 12:02:00"
200,NULL,NULL,"16","2013-07-05 10:30:00",82,0,1,NULL,0,"licénido no identificado en tramo 3","2021-04-13 00:00:00","2021-04-13 00:00:00","16-16-20130705",16,"2013-07-05 11:45:00"
201,NULL,NULL,"21","2013-07-09 09:40:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130709",16,"2013-07-09 11:12:00"
202,NULL,NULL,"24","2013-07-11 09:27:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130711",16,"2013-07-11 10:37:00"
203,NULL,NULL,"23","2013-07-12 09:45:00",82,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130712",16,"2013-07-12 11:06:00"
204,NULL,NULL,"14","2013-07-15 10:15:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130715",16,"2013-07-15 11:34:00"
205,NULL,NULL,"17","2013-07-16 10:00:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130716",16,"2013-07-16 11:05:00"
206,NULL,NULL,"18","2013-07-16 11:25:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130716",16,"2013-07-16 12:45:00"
207,NULL,NULL,"20","2013-07-17 12:22:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130717",16,"2013-07-17 13:58:00"
208,NULL,NULL,"16","2013-07-17 10:32:00",77,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-16-20130717",16,"2013-07-17 11:40:00"
209,NULL,NULL,"15","2013-07-18 11:25:00",82,0,1,NULL,0,"Fuera de transecto en tramo 3,  1 parnassius apollo en el camino.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-15-20130718",16,"2013-07-18 12:20:00"
210,NULL,NULL,"24","2013-07-18 10:30:00",77,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130718",16,"2013-07-18 11:30:00"
211,NULL,NULL,"21","2013-07-22 10:38:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130722",16,"2013-07-22 12:17:00"
212,NULL,NULL,"23","2013-07-22 10:40:00",77,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130722",16,"2013-07-22 12:00:00"
213,NULL,NULL,"14","2013-07-23 10:13:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130723",16,"2013-07-23 11:15:00"
214,NULL,NULL,"18","2013-07-24 12:17:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130724",16,"2013-07-24 13:30:00"
215,NULL,NULL,"17","2013-07-24 10:41:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130724",16,"2013-07-24 11:57:00"
216,NULL,NULL,"24","2013-07-25 12:20:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130725",16,"2013-07-25 13:45:00"
217,NULL,NULL,"20","2013-07-26 10:10:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130726",16,"2013-07-26 11:40:00"
218,NULL,NULL,"15","2013-07-29 11:30:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-15-20130729",16,"2013-07-29 12:15:00"
219,NULL,NULL,"16","2013-07-29 11:00:00",77,0,8,NULL,5,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-16-20130729",16,"2013-07-29 12:30:00"
220,NULL,NULL,"21","2013-07-30 10:45:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130730",16,"2013-07-30 12:30:00"
221,NULL,NULL,"17","2013-07-30 12:23:00",77,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130730",16,"2013-07-30 13:43:00"
222,NULL,NULL,"18","2013-07-30 14:15:00",77,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130730",16,"2013-07-30 15:15:00"
223,NULL,NULL,"23","2013-07-31 12:00:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130731",16,"2013-07-31 13:30:00"
224,NULL,NULL,"24","2013-08-01 12:30:00",77,82,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130801",16,"2013-08-01 13:40:00"
225,NULL,NULL,"14","2013-08-05 10:00:00",82,0,1,NULL,3,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130805",16,"2013-08-05 11:00:00"
226,NULL,NULL,"18","2013-08-06 13:12:00",82,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130806",16,"2013-08-06 14:16:00"
227,NULL,NULL,"17","2013-08-06 12:07:00",82,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130806",16,"2013-08-06 13:01:00"
228,NULL,NULL,"21","2013-08-07 09:53:00",82,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130807",16,"2013-08-07 11:05:00"
229,NULL,NULL,"20","2013-08-07 12:57:00",82,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130807",16,"2013-08-07 14:20:00"
230,NULL,NULL,"24","2013-08-08 11:10:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130808",16,"2013-08-08 12:30:00"
231,NULL,NULL,"15","2013-08-08 09:45:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-15-20130808",16,"2013-08-08 10:28:00"
232,NULL,NULL,"23","2013-08-09 10:20:00",82,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130809",16,"2013-08-09 11:45:00"
233,NULL,NULL,"14","2013-08-13 10:25:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130813",16,"2013-08-13 11:08:00"
234,NULL,NULL,"18","2013-08-14 12:06:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130814",16,"2013-08-14 12:52:00"
235,NULL,NULL,"17","2013-08-14 10:57:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130814",16,"2013-08-14 11:51:00"
236,NULL,NULL,"20","2013-08-15 12:40:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130815",16,"2013-08-15 13:50:00"
237,NULL,NULL,"21","2013-08-15 09:40:00",82,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130815",16,"2013-08-15 10:44:00"
238,NULL,NULL,"16","2013-08-16 11:27:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-16-20130816",16,"2013-08-16 12:27:00"
239,NULL,NULL,"15","2013-08-16 10:10:00",82,0,1,NULL,0,"No se realiza ningún avistamiento.
Temperatura muy baja.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-15-20130816",16,"2013-08-16 10:50:00"
240,NULL,NULL,"23","2013-08-19 10:44:00",82,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130819",16,"2013-08-19 12:18:00"
241,NULL,NULL,"14","2013-08-21 11:25:00",82,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130821",16,"2013-08-21 12:08:00"
242,NULL,NULL,"17","2013-08-22 10:14:00",82,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130822",16,"2013-08-22 10:59:00"
243,NULL,NULL,"18","2013-08-22 11:09:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130822",16,"2013-08-22 11:54:00"
244,NULL,NULL,"24","2013-08-23 09:30:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130823",16,"2013-08-23 10:20:00"
245,NULL,NULL,"15","2013-08-26 10:00:00",82,0,1,NULL,0,"No se observa ejemplares de ninguna especie.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-15-20130826",16,"2013-08-26 10:50:00"
246,NULL,NULL,"16","2013-08-26 11:40:00",82,0,1,NULL,2,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-16-20130826",16,"2013-08-26 12:25:00"
247,NULL,NULL,"20","2013-08-27 10:15:00",82,0,1,NULL,1,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130827",16,"2013-08-27 11:37:00"
248,NULL,NULL,"21","2013-08-28 10:36:00",82,0,1,NULL,2,"Los tramos 7/8/9 no se realizan al complicarse el tiempo.
Tramo 2 nublado.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130828",16,"2013-08-28 11:10:00"
249,NULL,NULL,"16","2013-08-03 10:30:00",86,0,1,NULL,1,"Nubes altas y algo de viento en los primeros tres tramos.
Golgus y escheri en buen estado en esta fecha tan tardía.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-16-20130803",16,"2013-08-03 11:15:00"
250,NULL,NULL,"23","2013-09-04 08:00:00",77,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20130904",16,"2013-09-04 00:00:00"
251,NULL,NULL,"14","2013-09-05 11:13:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130905",16,"2013-09-05 11:50:00"
252,NULL,NULL,"20","2013-09-06 10:00:00",82,0,1,NULL,0,"Tramo 8 no se realiza por movimiento de ganado.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130906",16,"2013-09-06 11:00:00"
253,NULL,NULL,"18","2013-09-09 12:37:00",82,0,1,NULL,2,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130909",16,"2013-09-09 13:20:00"
254,NULL,NULL,"17","2013-09-09 11:50:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130909",16,"2013-09-09 12:30:00"
255,NULL,NULL,"21","2013-09-10 10:30:00",82,0,1,NULL,0,"En la vuelta de recorrido a la altura de tramo 1, dos ejemplares de Nymphlis polychloros.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130910",16,"2013-09-10 11:50:00"
256,NULL,NULL,"16","2013-09-12 11:30:00",82,0,1,NULL,0,"El la vuelta del recorrido a la altura de tramo 4, una Parnassius apollo muy deteriorada.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-16-20130912",16,"2013-09-12 11:52:00"
257,NULL,NULL,"24","2013-09-12 10:29:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130912",16,"2013-09-12 11:20:00"
258,NULL,NULL,"20","2013-09-17 13:08:00",77,82,1,NULL,1,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20130917",16,"2013-09-17 14:10:00"
259,NULL,NULL,"14","2013-09-18 11:10:00",82,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20130918",16,"2013-09-18 11:50:00"
260,NULL,NULL,"18","2013-09-19 11:15:00",82,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20130919",16,"2013-09-19 12:05:00"
261,NULL,NULL,"16","2013-09-23 11:20:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-16-20130923",16,"2013-09-23 12:00:00"
262,NULL,NULL,"24","2013-09-23 10:00:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20130923",16,"2013-09-23 10:50:00"
263,NULL,NULL,"17","2013-09-24 12:35:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20130924",16,"2013-09-24 13:20:00"
264,NULL,NULL,"21","2013-09-25 11:16:00",82,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20130925",16,"2013-09-25 12:22:00"
265,NULL,NULL,"14","2010-08-20 11:13:00",77,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20100820",16,"2010-08-20 12:15:00"
266,NULL,NULL,"18","2010-08-24 11:10:00",77,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20100824",16,"2010-08-24 12:15:00"
267,NULL,NULL,"17","2010-08-24 13:11:00",77,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20100824",16,"2010-08-24 14:20:00"
268,NULL,NULL,"24","2010-08-26 11:00:00",77,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20100826",16,"2010-08-26 12:10:00"
269,NULL,NULL,"14","2010-08-26 15:00:00",77,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20100826",16,"2010-08-26 16:00:00"
270,NULL,NULL,"20","2014-03-25 11:30:00",77,0,1,NULL,2,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20140325",16,"2014-03-25 12:30:00"
271,NULL,NULL,"20","2014-04-08 13:36:00",77,102,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20140408",16,"2014-04-08 14:38:00"
272,NULL,NULL,"20","2014-04-24 11:50:00",102,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20140424",16,"2014-04-24 13:05:00"
273,NULL,NULL,"23","2014-04-10 12:00:00",77,102,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20140410",16,"2014-04-10 13:00:00"
274,NULL,NULL,"23","2014-04-26 12:30:00",77,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20140426",16,"2014-04-26 13:50:00"
275,NULL,NULL,"21","2014-04-02 13:00:00",77,102,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20140402",16,"2014-04-02 13:45:00"
276,NULL,NULL,"21","2014-04-23 11:08:00",102,0,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20140423",16,"2014-04-23 12:27:00"
277,NULL,NULL,"24","2014-04-29 13:15:00",77,102,1,NULL,0,"Aún hay grandes neveros entre el primer tramo y el sexto y septimo tramo. A penas se observan mariposas a pesar de las condiciones climáticas idóneas.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20140429",16,"2014-04-29 14:00:00"
278,NULL,NULL,"18","2014-04-30 11:00:00",77,102,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20140430",16,"2014-04-30 12:00:00"
279,NULL,NULL,"14","2014-05-14 15:00:00",77,0,2,NULL,0,"Se observan 7 orugas de Parnassius apollo. Todas en el instar IV, excepto 2, que eran de 5ª edad. Fuera de recorrido se observa una Pontia daplidice. ","2021-04-13 00:00:00","2021-04-13 00:00:00","16-14-20140514",16,"2014-05-14 16:00:00"
280,NULL,NULL,"17","2014-05-13 11:20:00",77,0,3,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20140513",16,"2014-05-13 12:40:00"
281,NULL,NULL,"20","2014-05-19 14:20:00",102,0,8,NULL,5,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20140519",16,"2014-05-19 15:20:00"
282,NULL,NULL,"20","2014-05-09 13:00:00",77,102,3,NULL,4,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-20-20140509",16,"2014-05-09 14:00:00"
283,NULL,NULL,"23","2014-05-06 12:29:00",102,0,0,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20140506",16,"2014-05-06 13:33:00"
284,NULL,NULL,"23","2014-05-19 11:00:00",102,0,2,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-23-20140519",16,"2014-05-19 11:51:00"
285,NULL,NULL,"21","2014-05-06 11:30:00",77,0,0,NULL,0,"A. cardamines y A. euphenoides recorren los arroyos de arriba a abajo continuamente. Larvas de última edad de E. aurinia sobre las Loniceras. Curiosamente, las plantas con menos zonas verdes (hojas) son las que más larvas tienen.","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20140506",16,"2014-05-06 12:45:00"
286,NULL,NULL,"21","2014-05-19 11:00:00",77,0,4,NULL,0,"Crisálidas de E. aurinia y A. crataegi","2021-04-13 00:00:00","2021-04-13 00:00:00","16-21-20140519",16,"2014-05-19 12:00:00"
287,NULL,NULL,"18","2014-05-13 11:11:00",77,102,8,NULL,5,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-18-20140513",16,"2014-05-13 12:30:00"
288,NULL,NULL,"24","2014-05-13 13:51:00",77,102,1,NULL,0,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-24-20140513",16,"2014-05-13 15:00:00"
289,NULL,NULL,"17","2014-05-23 10:50:00",102,0,1,NULL,5,"0","2021-04-13 00:00:00","2021-04-13 00:00:00","16-17-20140523",16,"2014-05-23 11:50:00"
