"idvisitas","idvalidacion","iduser","idgeo","fvisita","idobs1","idobs2","idviento","temperatura","idnubes","observaciones","fcreacion","fmodificacion","ptf","protocolo","ffin"
7826,NULL,6,"79","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:19:56.52196","2021-02-10 11:19:56.521971","37-79-20200616",37,"2020-06-16 10:12:23"
7827,NULL,2,"34","2020-06-23 12:00:00",102,NULL,0,"24.00",0,NULL,"2021-02-10 11:20:20.696031","2021-02-10 11:20:20.696041","16-34-20200623",16,"2021-02-10 12:15:00"
7828,NULL,6,"76","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:21:03.74175","2021-02-10 11:21:03.741761","37-76-20200616",37,"2020-06-16 10:12:23"
7829,NULL,2,"35","2020-06-23 13:00:00",102,NULL,0,"21.00",0,NULL,"2021-02-10 11:24:28.4913","2021-02-10 11:24:28.49131","16-35-20200623",16,"2020-06-23 13:15:00"
7830,NULL,2,"36","2020-06-23 10:00:00",102,NULL,0,"20.00",0,NULL,"2021-02-10 11:28:35.461579","2021-02-10 11:28:35.461589","16-36-20200623",16,"2020-06-23 10:15:00"
7831,NULL,6,"77","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:29:10.03215","2021-02-10 11:29:10.03216","37-77-20200616",37,"2020-06-16 10:12:23"
7832,NULL,2,"37","2020-06-23 15:30:00",102,NULL,2,"18.00",0,NULL,"2021-02-10 11:31:03.375232","2021-02-10 11:31:03.375243","16-37-20200623",16,"2020-06-23 15:40:00"
7833,NULL,2,"38","2020-06-23 14:30:00",102,NULL,2,"18.00",0,NULL,"2021-02-10 11:32:18.200422","2021-02-10 11:32:18.200432","16-38-20200623",16,"2020-06-23 14:45:00"
7834,NULL,6,"78","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:36:54.04508","2021-02-10 11:36:54.045095","37-78-20200616",37,"2020-06-16 10:12:23"
7835,NULL,2,"32","2020-07-13 14:44:00",77,110,1,"25.00",1,NULL,"2021-02-10 11:36:57.019144","2021-02-10 11:36:57.019154","16-32-20200713",16,"2020-07-13 15:00:00"
7836,NULL,6,"79","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:37:59.948802","2021-02-10 11:37:59.948812","37-79-20200616",37,"2020-06-16 10:12:23"
7837,NULL,2,"33","2020-07-13 14:00:00",77,110,0,"26.00",1,NULL,"2021-02-10 11:38:40.098656","2021-02-10 11:38:40.098697","16-33-20200713",16,"2020-07-13 14:20:00"
7838,NULL,6,"76","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:39:00.70312","2021-02-10 11:39:00.70313","37-76-20200616",37,"2020-06-16 10:12:23"
7839,NULL,2,"34","2020-07-13 13:09:00",77,110,0,"25.00",0,NULL,"2021-02-10 11:41:48.9261","2021-02-10 11:41:48.92611","16-34-20200713",16,"2020-07-13 13:09:00"
7840,NULL,2,"35","2020-07-13 09:30:00",77,110,2,"22.00",0,NULL,"2021-02-10 11:45:31.844095","2021-02-10 11:45:31.844106","16-35-20200713",16,"2020-07-13 09:45:00"
7841,NULL,2,"37","2020-07-13 10:50:00",77,110,2,"22.00",0,NULL,"2021-02-10 11:47:46.611303","2021-02-10 11:47:46.611315","16-37-20200713",16,"2020-07-13 11:05:00"
7842,NULL,2,"38","2020-07-13 09:34:00",77,110,0,"13.00",0,NULL,"2021-02-10 11:49:12.977189","2021-02-10 11:49:12.977199","16-38-20200713",16,"2020-07-13 09:49:00"
7843,NULL,2,"32","2020-07-21 14:00:00",102,NULL,0,"23.00",2,NULL,"2021-02-10 11:52:42.719681","2021-02-10 11:52:42.719692","16-32-20200721",16,"2020-07-21 14:15:00"
7844,NULL,2,"33","2020-07-21 12:15:00",102,NULL,2,"26.00",2,NULL,"2021-02-10 11:55:07.379086","2021-02-10 11:55:07.379097","16-33-20200721",16,"2020-07-21 12:30:00"
7845,NULL,2,"34","2020-07-21 11:40:00",102,NULL,2,"28.00",2,NULL,"2021-02-10 12:03:23.464359","2021-02-10 12:03:23.46437","16-34-20200721",16,"2020-07-21 11:40:00"
7846,NULL,2,"35","2020-07-21 11:00:00",102,NULL,2,"28.00",1,NULL,"2021-02-10 12:06:02.350203","2021-02-10 12:06:02.350215","16-35-20200721",16,"2020-07-21 11:15:00"
7847,NULL,2,"36","2020-07-21 10:00:00",102,NULL,2,"28.00",1,NULL,"2021-02-10 12:09:58.955345","2021-02-10 12:09:58.955356","16-36-20200721",16,"2020-07-21 10:15:00"
7848,NULL,2,"37","2020-07-28 12:00:00",102,NULL,0,"20.00",0,NULL,"2021-02-10 12:19:52.076567","2021-02-10 12:19:52.076578","16-37-20200728",16,"2020-07-28 12:15:00"
7849,NULL,2,"38","2020-07-28 12:20:00",102,NULL,0,"20.00",0,NULL,"2021-02-10 12:20:44.738627","2021-02-10 12:20:44.738637","16-38-20200728",16,"2020-07-28 12:50:00"
7850,NULL,2,"32","2020-08-04 14:30:00",102,NULL,0,"22.00",0,NULL,"2021-02-10 12:29:24.847675","2021-02-10 12:29:24.847686","16-32-20200804",16,"2020-08-04 14:45:00"
7851,NULL,2,"33","2020-08-04 13:40:00",102,NULL,0,"23.00",0,NULL,"2021-02-10 12:30:26.465037","2021-02-10 12:30:26.465047","16-33-20200804",16,"2020-08-04 13:55:00"
7852,NULL,2,"34","2020-08-04 13:00:00",102,NULL,0,"23.00",0,NULL,"2021-02-10 12:32:06.856754","2021-02-10 12:32:06.856765","16-34-20200804",16,"2020-08-04 13:20:00"
7853,NULL,2,"35","2020-08-04 11:00:00",102,NULL,0,"22.00",0,NULL,"2021-02-10 12:58:24.803632","2021-02-10 12:58:24.803642","16-35-20200804",16,"2020-08-04 11:15:00"
7854,NULL,2,"36","2020-08-04 10:00:00",102,NULL,0,"22.00",0,NULL,"2021-02-10 13:00:42.794481","2021-02-10 13:00:42.794491","16-36-20200804",16,"2020-08-04 10:10:00"
7855,NULL,2,"32","2020-08-21 14:00:00",77,NULL,1,"31.00",0,NULL,"2021-02-10 13:03:33.632777","2021-02-10 13:03:33.632789","16-32-20200821",16,"2020-08-21 14:20:00"
7856,NULL,2,"33","2020-08-21 14:40:13",77,NULL,1,"30.00",0,NULL,"2021-02-10 13:05:53.685055","2021-02-10 13:05:53.685066","16-33-20200821",16,"2020-08-21 14:55:00"
7857,NULL,2,"34","2020-08-18 14:36:00",77,NULL,1,"25.00",0,NULL,"2021-02-10 13:08:23","2021-02-10 13:08:41.433048","16-34-20200818",16,"2020-08-18 14:50:00"
7858,NULL,2,"35","2020-08-18 10:00:00",77,NULL,1,"20.00",0,NULL,"2021-02-10 13:10:38.855299","2021-02-10 13:10:38.85531","16-35-20200818",16,"2020-08-18 10:15:00"
7859,NULL,2,"36","2020-08-18 14:00:00",77,NULL,0,"21.00",0,NULL,"2021-02-10 13:12:19","2021-02-10 13:12:28.248949","16-36-20200818",16,"2020-08-18 14:15:00"
7860,NULL,2,"15","2020-08-11 10:00:00",77,NULL,2,"13.00",2,NULL,"2021-02-10 13:15:34.757795","2021-02-10 13:15:34.757805","16-15-20200811",16,"2020-08-11 11:00:00"
7861,NULL,2,"37","2020-08-11 11:30:00",77,NULL,3,"15.00",2,NULL,"2021-02-10 13:16:42.050354","2021-02-10 13:16:42.050364","16-37-20200811",16,"2020-08-11 11:45:00"
7862,NULL,2,"38","2020-08-11 12:40:00",77,NULL,3,"15.00",2,NULL,"2021-02-10 13:18:11.848406","2021-02-10 13:18:11.848417","16-38-20200811",16,"2020-08-11 12:55:00"
7863,NULL,2,"32","2020-09-11 13:00:00",77,NULL,1,"27.00",0,NULL,"2021-02-10 13:21:09.714566","2021-02-10 13:21:09.714585","16-32-20200911",16,"2020-09-11 13:20:00"
7864,NULL,2,"33","2020-09-11 12:30:00",77,NULL,1,"25.00",2,NULL,"2021-02-10 13:22:54.290815","2021-02-10 13:22:54.290826","16-33-20200911",16,"2020-09-11 12:40:00"
7865,NULL,2,"34","2020-09-09 14:40:00",77,NULL,0,"23.00",0,NULL,"2021-02-10 13:25:18.413425","2021-02-10 13:25:18.413435","16-34-20200909",16,"2020-09-09 14:55:00"
7866,NULL,2,"35","2020-09-09 14:00:00",77,NULL,0,"23.00",0,NULL,"2021-02-10 13:26:50.146185","2021-02-10 13:26:50.146196","16-35-20200909",16,"2020-09-09 14:20:00"
7867,NULL,2,"36","2020-09-09 13:00:00",77,NULL,0,"21.00",0,NULL,"2021-02-10 13:28:21.030421","2021-02-10 13:28:21.030431","16-36-20200909",16,"2020-09-09 13:15:00"
7868,NULL,2,"48","2020-07-05 11:00:00",104,NULL,1,"27.00",0,NULL,"2021-02-10 13:42:38.044279","2021-02-10 13:42:38.044291","16-48-20200705",16,"2020-07-05 13:26:00"
7870,NULL,2,"48","2020-06-03 10:47:00",102,NULL,1,"25.00",0,NULL,"2021-02-10 14:49:48","2021-02-10 14:57:53.596108","16-48-20200603",16,"2020-06-03 12:15:00"
7871,NULL,2,"48","2020-09-26 12:15:00",104,NULL,2,"21.00",1,NULL,"2021-02-10 14:59:32.424813","2021-02-10 14:59:32.424823","16-48-20200926",16,"2020-09-26 14:17:00"
7872,NULL,2,"48","2020-10-11 12:05:00",104,NULL,2,"20.00",2,NULL,"2021-02-10 15:04:47.82964","2021-02-10 15:04:47.82965","16-48-20201011",16,"2020-10-11 13:54:00"
7873,NULL,4,"48","2020-07-18 13:11:40",104,NULL,1,"30.00",0,NULL,"2021-02-10 15:12:28","2021-02-10 15:13:14.736409","16-48-20200718",16,"2020-07-18 15:12:00"
7874,NULL,4,"48","2020-08-02 10:29:39",104,NULL,2,"34.00",0,NULL,"2021-02-10 15:30:14.327065","2021-02-10 15:30:14.327075","16-48-20200802",16,"2020-08-02 12:29:51"
7875,NULL,4,"48","2020-08-15 12:38:23",104,NULL,1,"27.00",0,NULL,"2021-02-10 15:38:58.946452","2021-02-10 15:38:58.946463","16-48-20200815",16,"2020-08-15 14:38:37"
7876,NULL,4,"48","2020-08-30 12:48:10",104,NULL,2,"24.00",0,NULL,"2021-02-10 15:48:50.684759","2021-02-10 15:48:50.68477","16-48-20200830",16,"2020-08-30 14:48:25"
7877,NULL,2,"20","2020-07-28 09:15:00",107,NULL,0,"25.00",0,NULL,"2021-02-10 17:08:42.615275","2021-02-10 17:08:42.615285","16-20-20200728",16,"2020-07-28 11:35:00"
7878,NULL,2,"20","2020-09-10 10:00:00",107,NULL,0,"23.00",0,NULL,"2021-02-10 17:18:37.250057","2021-02-10 17:18:37.250067","16-20-20200910",16,"2020-09-10 12:15:00"
7879,NULL,6,"77","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:32:19.859761","2021-02-10 23:32:19.859772","37-77-20200616",37,"2020-06-16 10:12:23"
7880,NULL,6,"78","2020-05-22 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:34:14.21995","2021-02-10 23:34:14.21996","37-78-20200522",37,"2020-05-22 10:12:23"
7881,NULL,6,"78","2020-05-22 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:35:59.477926","2021-02-10 23:35:59.477937","37-78-20200522",37,"2020-05-22 10:12:23"
7882,NULL,6,"76","2020-05-22 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:38:19.524529","2021-02-10 23:38:19.524544","37-76-20200522",37,"2020-05-22 10:12:23"
7883,NULL,6,"76","2020-05-22 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:40:25.478888","2021-02-10 23:40:25.478899","37-76-20200522",37,"2020-05-22 10:12:23"
7884,NULL,6,"79","2020-05-22 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:42:53.601115","2021-02-10 23:42:53.601125","37-79-20200522",37,"2020-05-22 10:12:23"
7885,NULL,6,"79","2020-05-22 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:46:16.256055","2021-02-10 23:46:16.256066","37-79-20200522",37,"2020-05-22 10:12:23"
7886,NULL,6,"77","2020-05-22 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:48:19.172168","2021-02-10 23:48:19.172178","37-77-20200522",37,"2020-05-22 10:12:23"
7887,NULL,6,"77","2020-05-22 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:50:33.897225","2021-02-10 23:50:33.89725","37-77-20200522",37,"2020-05-22 10:12:23"
7888,NULL,6,"78","2020-07-06 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:54:23.05669","2021-02-10 23:54:23.056701","37-78-20200706",37,"2020-07-06 10:12:23"
7889,NULL,6,"79","2020-07-06 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:55:43.033777","2021-02-10 23:55:43.033788","37-79-20200706",37,"2020-07-06 10:12:23"
7890,NULL,6,"76","2020-07-06 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:56:37.959626","2021-02-10 23:56:37.959637","37-76-20200706",37,"2020-07-06 10:12:23"
7891,NULL,6,"77","2020-07-06 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:57:44.678446","2021-02-10 23:57:44.67846","37-77-20200706",37,"2020-07-06 10:12:23"
7892,NULL,6,"78","2020-07-06 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 23:59:25.946997","2021-02-10 23:59:25.947008","37-78-20200706",37,"2020-07-06 10:12:23"
7893,NULL,6,"79","2020-07-06 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:00:18.512005","2021-02-11 00:00:18.512016","37-79-20200706",37,"2020-07-06 10:12:23"
7894,NULL,6,"76","2020-07-06 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:01:05.818498","2021-02-11 00:01:05.818509","37-76-20200706",37,"2020-07-06 10:12:23"
7895,NULL,6,"77","2020-07-06 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:02:36.220153","2021-02-11 00:02:36.220164","37-77-20200706",37,"2020-07-06 10:12:23"
7896,NULL,6,"78","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:04:43.395096","2021-02-11 00:04:43.395107","37-78-20200701",37,"2020-07-01 10:12:23"
7897,NULL,6,"79","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:05:26.653688","2021-02-11 00:05:26.653698","37-79-20200701",37,"2020-07-01 10:12:23"
7898,NULL,6,"76","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:06:13.135328","2021-02-11 00:06:13.135339","37-76-20200701",37,"2020-07-01 10:12:23"
7899,NULL,6,"77","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:07:09.038267","2021-02-11 00:07:09.038278","37-77-20200701",37,"2020-07-01 10:12:23"
7900,NULL,6,"78","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:08:34.786109","2021-02-11 00:08:34.786124","37-78-20200701",37,"2020-07-01 10:12:23"
7901,NULL,6,"79","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:10:20.986837","2021-02-11 00:10:20.986847","37-79-20200701",37,"2020-07-01 10:12:23"
7902,NULL,6,"76","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:12:03.41308","2021-02-11 00:12:03.41309","37-76-20200701",37,"2020-07-01 10:12:23"
7903,NULL,6,"77","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:14:15.545511","2021-02-11 00:14:15.545521","37-77-20200701",37,"2020-07-01 10:12:23"
7904,NULL,6,"78","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:16:07.085735","2021-02-11 00:16:07.085746","37-78-20200701",37,"2020-07-01 10:12:23"
7905,NULL,6,"79","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:17:06.137433","2021-02-11 00:17:06.137444","37-79-20200701",37,"2020-07-01 10:12:23"
7906,NULL,6,"76","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:18:03.879316","2021-02-11 00:18:03.879326","37-76-20200701",37,"2020-07-01 10:12:23"
7907,NULL,6,"77","2020-07-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-11 00:19:32.947445","2021-02-11 00:19:32.947455","37-77-20200701",37,"2020-07-01 10:12:23"
7908,NULL,6,"98","2020-05-26 09:35:09",111,NULL,NULL,NULL,NULL,NULL,"2021-02-20 22:36:02.335917","2021-02-20 22:36:02.335928","37-98-20200526",37,"2020-05-26 09:35:09"
7909,NULL,6,"99","2020-05-26 09:35:09",111,NULL,NULL,NULL,NULL,NULL,"2021-02-20 22:54:52.961553","2021-02-20 22:54:52.961564","37-99-20200526",37,"2020-05-26 09:35:09"
7910,NULL,6,"100","2020-05-26 09:35:09",111,NULL,NULL,NULL,NULL,NULL,"2021-02-20 23:05:58.766724","2021-02-20 23:05:58.766733","37-100-20200526",37,"2020-05-26 09:35:09"
7911,NULL,6,"84","2020-06-01 09:35:09",111,NULL,NULL,NULL,NULL,NULL,"2021-02-20 23:11:29.397219","2021-02-20 23:11:29.397229","37-84-20200601",37,"2020-06-01 09:35:09"
7912,NULL,6,"100","2020-06-03 09:35:09",111,NULL,NULL,NULL,NULL,NULL,"2021-02-20 23:13:49.382908","2021-02-20 23:13:49.382919","37-100-20200603",37,"2020-06-03 09:35:09"
7913,NULL,6,"99","2020-06-03 11:43:11",111,NULL,NULL,NULL,NULL,NULL,"2021-02-23 11:44:15.476439","2021-02-23 11:44:15.476453","37-99-20200603",37,"2020-06-03 11:43:11"
7914,NULL,6,"98","2020-06-03 11:43:11",111,NULL,NULL,NULL,NULL,NULL,"2021-02-23 11:52:09.064671","2021-02-23 11:52:09.06468","37-98-20200603",37,"2020-06-03 11:43:11"
7915,NULL,6,"100","2020-06-19 11:43:11",111,NULL,NULL,NULL,NULL,NULL,"2021-02-23 12:00:05.258243","2021-02-23 12:00:05.258254","37-100-20200619",37,"2020-06-19 11:43:11"
7916,NULL,6,"99","2020-06-19 11:43:11",111,NULL,NULL,NULL,NULL,NULL,"2021-02-23 12:08:49.847657","2021-02-23 12:08:49.847667","37-99-20200619",37,"2020-06-19 11:43:11"
7917,NULL,6,"98","2020-06-19 11:43:11",111,NULL,NULL,NULL,NULL,NULL,"2021-02-23 12:20:41.076637","2021-02-23 12:20:41.076648","37-98-20200619",37,"2020-06-19 11:43:11"
7918,NULL,6,"84","2021-02-22 12:27:39",105,NULL,NULL,NULL,NULL,NULL,"2021-02-23 12:28:21.963901","2021-02-23 12:28:21.963912","37-84-20210222",37,"2021-02-22 12:27:39"
7919,NULL,6,"85","2021-02-22 12:27:39",105,NULL,NULL,NULL,NULL,NULL,"2021-02-23 12:37:03.387062","2021-02-23 12:37:03.387073","37-85-20210222",37,"2021-02-22 12:27:39"
7920,NULL,6,"86","2021-02-22 12:27:39",105,NULL,NULL,NULL,NULL,NULL,"2021-02-23 12:39:35.42062","2021-02-23 12:39:35.42063","37-86-20210222",37,"2021-02-22 12:27:39"
7921,NULL,6,"87","2021-02-22 12:27:39",105,NULL,NULL,NULL,NULL,NULL,"2021-02-23 12:41:55.424223","2021-02-23 12:41:55.424235","37-87-20210222",37,"2021-02-22 12:27:39"
7922,NULL,6,"84","2021-02-12 13:15:02",111,105,NULL,NULL,NULL,NULL,"2021-02-23 13:15:49.789238","2021-02-23 13:15:49.789248","37-84-20210212",37,"2021-02-12 13:15:02"
7923,NULL,6,"85","2021-02-12 13:15:02",111,105,NULL,NULL,NULL,NULL,"2021-02-23 13:19:38","2021-02-23 13:26:59.104357","37-85-20210212",37,"2021-02-12 13:15:02"
7924,NULL,6,"86","2021-02-12 13:15:02",111,105,NULL,NULL,NULL,NULL,"2021-02-23 13:22:08.698714","2021-02-23 13:22:08.698725","37-86-20210212",37,"2021-02-12 13:15:02"
7925,NULL,6,"87","2021-02-12 13:15:02",111,105,NULL,NULL,NULL,NULL,"2021-02-23 13:24:08.045046","2021-02-23 13:24:08.045057","37-87-20210212",37,"2021-02-12 13:15:02"
7926,NULL,6,"86","2021-03-04 07:55:40",105,NULL,NULL,NULL,NULL,NULL,"2021-03-10 07:56:08.733691","2021-03-10 07:56:08.733701","37-86-20210304",37,"2021-03-04 07:55:40"
7927,NULL,6,"87","2021-03-04 07:55:40",105,NULL,NULL,NULL,NULL,NULL,"2021-03-10 08:03:43.973497","2021-03-10 08:03:43.973507","37-87-20210304",37,"2021-03-04 07:55:40"
7928,NULL,6,"84","2021-03-04 08:06:51",105,NULL,NULL,NULL,NULL,NULL,"2021-03-10 08:07:24.935103","2021-03-10 08:07:24.93512","37-84-20210304",37,"2021-03-04 08:06:51"
7929,NULL,6,"85","2021-03-04 08:06:51",105,NULL,NULL,NULL,NULL,NULL,"2021-03-10 08:08:49.471418","2021-03-10 08:08:49.471427","37-85-20210304",37,"2021-03-04 08:06:51"
7930,NULL,6,"86","2020-03-31 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 12:27:14.416706","2021-03-10 12:27:14.416716","37-86-20200331",37,"2020-03-31 12:26:23"
7931,NULL,6,"87","2020-03-31 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 12:30:46.306281","2021-03-10 12:30:46.30629","37-87-20200331",37,"2020-03-31 12:26:23"
7932,NULL,6,"84","2020-03-31 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 12:34:02.110264","2021-03-10 12:34:02.110275","37-84-20200331",37,"2020-03-31 12:26:23"
7933,NULL,6,"85","2020-03-31 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 12:37:00.992183","2021-03-10 12:37:00.992193","37-85-20200331",37,"2020-03-31 12:26:23"
7934,NULL,6,"86","2020-03-20 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 12:41:33.026024","2021-03-10 12:41:33.026034","37-86-20200320",37,"2020-03-20 12:26:23"
7935,NULL,6,"84","2020-03-20 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 12:53:57.52001","2021-03-10 12:53:57.52002","37-84-20200320",37,"2020-03-20 12:26:23"
7936,NULL,6,"85","2020-03-20 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 12:56:28.261573","2021-03-10 12:56:28.261584","37-85-20200320",37,"2020-03-20 12:26:23"
7937,NULL,6,"90","2020-04-03 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 13:04:14.91235","2021-03-10 13:04:14.912362","37-90-20200403",37,"2020-04-03 12:26:23"
7938,NULL,6,"91","2020-04-03 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 13:08:06.568108","2021-03-10 13:08:06.568118","37-91-20200403",37,"2020-04-03 12:26:23"
7939,NULL,6,"88","2020-04-03 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 13:10:18","2021-03-10 13:13:07.917033","37-88-20200403",37,"2020-04-03 12:26:23"
7940,NULL,6,"89","2020-04-03 12:26:23",111,NULL,NULL,NULL,NULL,NULL,"2021-03-10 13:14:56.599209","2021-03-10 13:14:56.599219","37-89-20200403",37,"2020-04-03 12:26:23"
7941,NULL,3,"86","2021-03-11 14:31:44",111,NULL,NULL,NULL,NULL,NULL,"2021-03-12 14:32:03","2021-03-12 14:32:44.839963","37-86-20210311",37,"2021-03-11 14:31:50"
7942,NULL,3,"87","2021-03-11 14:34:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-12 14:34:58.979668","2021-03-12 14:34:58.979679","37-87-20210311",37,"2021-03-11 14:34:35"
7943,NULL,3,"84","2021-03-11 14:35:18",111,NULL,NULL,NULL,NULL,NULL,"2021-03-12 14:35:25.609616","2021-03-12 14:35:25.609626","37-84-20210311",37,"2021-03-11 14:35:21"
7944,NULL,3,"85","2021-03-11 14:35:46",111,NULL,NULL,NULL,NULL,NULL,"2021-03-12 14:35:54.480719","2021-03-12 14:35:54.480729","37-85-20210311",37,"2021-03-11 14:35:51"
7945,NULL,6,"90","2020-06-05 07:08:11",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:09:07.016378","2021-03-15 07:09:07.016388","37-90-20200605",37,"2020-06-05 07:08:11"
7946,NULL,6,"91","2020-06-05 07:08:11",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:12:37.782907","2021-03-15 07:12:37.78292","37-91-20200605",37,"2020-06-05 07:08:11"
7947,NULL,6,"88","2020-06-05 07:08:11",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:15:11.707798","2021-03-15 07:15:11.707809","37-88-20200605",37,"2020-06-05 07:08:11"
7948,NULL,6,"89","2020-06-05 07:08:11",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:17:51.036309","2021-03-15 07:17:51.036322","37-89-20200605",37,"2020-06-05 07:08:11"
7949,NULL,6,"84","2020-05-26 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:26:05.050207","2021-03-15 07:26:05.050225","37-84-20200526",37,"2020-05-26 07:25:32"
7950,NULL,6,"85","2020-05-26 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:29:02.47374","2021-03-15 07:29:02.473751","37-85-20200526",37,"2020-05-26 07:25:32"
7951,NULL,6,"90","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:32:28.690079","2021-03-15 07:32:28.69009","37-90-20200525",37,"2020-05-25 07:25:32"
7952,NULL,6,"91","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:35:05.159977","2021-03-15 07:35:05.159987","37-91-20200525",37,"2020-05-25 07:25:32"
7953,NULL,6,"88","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:38:11.092461","2021-03-15 07:38:11.092473","37-88-20200525",37,"2020-05-25 07:25:32"
7954,NULL,6,"89","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:40:06.992267","2021-03-15 07:40:06.992278","37-89-20200525",37,"2020-05-25 07:25:32"
7955,NULL,6,"88","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:42:05.082728","2021-03-15 07:42:05.082739","37-88-20200525",37,"2020-05-25 07:25:32"
7956,NULL,6,"89","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:44:38.533637","2021-03-15 07:44:38.533648","37-89-20200525",37,"2020-05-25 07:25:32"
7957,NULL,6,"90","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:47:42.972538","2021-03-15 07:47:42.972548","37-90-20200525",37,"2020-05-25 07:25:32"
7958,NULL,6,"91","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:49:36.053275","2021-03-15 07:49:36.053286","37-91-20200525",37,"2020-05-25 07:25:32"
7959,NULL,6,"88","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:51:44.246504","2021-03-15 07:51:44.246514","37-88-20200525",37,"2020-05-25 07:25:32"
7960,NULL,6,"89","2020-05-25 07:25:32",111,NULL,NULL,NULL,NULL,NULL,"2021-03-15 07:53:39.257578","2021-03-15 07:53:39.257588","37-89-20200525",37,"2020-05-25 07:25:32"
