"idgeo","nombre","transecto_padre","n_tramo","longitud_m","min_altitud","max_altitud","habitat","idprotocolo","geom","activo"
"102","Cauchiles",NULL,3,NULL,NULL,NULL,NULL,37,NULL,True
"102_24505","Cauchiles - Especie Carduus carlinoides",102,NULL,NULL,NULL,NULL,NULL,37,"0101000020E6100000D25FFFFCA9040BC04F24665DCF894240",True
"102_24506","Cauchiles - Especie Festuca indigesta",102,NULL,NULL,NULL,NULL,NULL,37,"0101000020E6100000D25FFFFCA9040BC04F24665DCF894240",True
"102_24510","Cauchiles - Especie Anthyllis vulneraria",102,NULL,NULL,NULL,NULL,NULL,37,"0101000020E6100000D25FFFFCA9040BC04F24665DCF894240",True
"103","Carihuela",NULL,NULL,NULL,NULL,NULL," Replica: Indeterminada - Cota: Indeterminada - Topónimo: Carihuela",37,NULL,NULL
"11","Dehesa de las Hoyas",0,0,2659,0,0,NULL,5,"0105000020E61000000100000001020000007B000000003D35C55D740AC0703BE331B195424080D1790ECD740AC0D0DD4532B59542400022F7542C750AC040ACCE9BB995424000EB3DCD6F750AC0C8CB7837BD9542400022BD1A90750AC0C8ABBEBEC095424000DC6ADD77750AC0C864600FC7954240004778DB6E750AC0A8F5B11FCD95424000FFA29E7E750AC0A82F8424D1954240000A7F5DC8750AC0406149D2D495424080058CC71C760AC0E8E339E6D895424080F7DC1152760AC0782B80E9DB95424080A2063995760AC0F84F59F6E095424080065788E5760AC0902A49C6E19542408097E7BD62770AC0A8C68947E2954240805D76E3EA770AC070735FA1E295424000193EB654780AC080069566E395424080F4A488B5780AC028857CC5E39542408071E45426790AC088C230D2E295424080D836B184790AC08045D4BDE3954240000E8C353E7A0AC000F2F63FE795424000C2AE66CB7B0AC0880C2FEFED95424080E2B045237E0AC0B8938B46F7954240801D1177397F0AC0E88F8C2CFC9542400048D3F7FD7F0AC0A0FA5CB103964240800442A8A2800AC070EB5635089642408004DA603C810AC010877AA4089642408029FCCF81810AC0C0D2C96C08964240008667F209820AC0E88A9CF407964240006D89F49D820AC0D896C68A0696424080400F3539830AC0D80C4D490796424000006C2EB0830AC0F86F61AD0896424080FBF05AF6830AC0B0A6AD370996424080B11EBA79840AC040D94668069642400092492014850AC0306B313B0396424080B09242AB850AC0B09FAC100096424080A097D92B860AC0387ADC4AFD954240804AFAEE32870AC0985ADFEDF795424000C2899931880AC0C084EC13F2954240004D57879A880AC0D0FEE3D1F095424080FE70B705890AC040F51EA4F195424080D6430B49890AC0A0D21DF8F195424080990C6BBA8A0AC050B4E93FEF95424080278E76DA8B0AC0602500BBE6954240003208D90E8D0AC0A8899557E0954240000AF3E29E8D0AC080354C28DE954240808E4D2E288E0AC008DFD2B5DA954240801369F25D8E0AC040A89EB5D895424080C086FBE08E0AC0D837C619D6954240004068B9398F0AC0B03250A4D595424080D1DA57DE8F0AC030AA62BED495424000B1962B5F900AC080A1CA6FD59542400021855FC0900AC0E8B7A10ED69542408086F840DF900AC018E9718AD7954240006DFCF327910AC0A075C4A2DA954240808C53EA7E910AC020D48A4FE195424000F8E23FCD910AC000B2E064E7954240000FCCC724920AC07881FDE6E895424000E8CD3186920AC090584507E69542400054D8F976930AC08855E4D2E19542408088AFC1DB930AC0C0E43C4CE095424080C3788B39940AC0F880EE3ADF95424000F5DBC063940AC0182E6B9FE09542400040A3EB7E940AC0882B34B2E39542408015B8FC8A940AC0704890E7E895424000F361FBB9940AC088B97D61EC954240004979B5FF940AC0B0DF29CEEE954240804E85B33D950AC0B02BF637F09542408040269E7C950AC0183F31D2F095424000E5228ABD950AC0408C25F8F195424080A55F97E2950AC03880EE1CF395424000DF580B11960AC008E6C877F3954240806146AE3F960AC0C0B127D2F3954240000DBD2B6B960AC010C0BDF3F395424000F08049BF960AC0E8BE2AECF395424000A0E811E2960AC020034E15F49542400036E64B15970AC02874AF96F495424080A5E9E14B970AC0B09D313EF6954240808223FD7F970AC0C8EEFB8CF7954240802B5CE3B2970AC0D823DB68FA95424000D24DA6DB970AC058110E90FA954240008D28DD1E980AC0A03935EFF8954240805A881E7B980AC060E9EB51F6954240806F327140990AC0E89EF659F595424000FC6DFCAB990AC040E768C4F3954240002F36F1529A0AC0D00A9FFAF2954240809C06D1AC9A0AC00090B41CF395424080E93E96339B0AC040371A35F0954240806178AB819B0AC040B1D010EE954240005C439B4D9C0AC0302AE38DE895424080017C77089D0AC098627990E29542408020856F879D0AC0D87AB742DC95424080A2AC51EC9D0AC010A8DD97D7954240800791B9399E0AC0C02CA62CD39542408035FF0D959E0AC088C7186FD09542408050C030C49E0AC0C8317930CF95424080972240079F0AC0283A4A3FCF95424080AD68386E9F0AC0E8F36BC9CF95424080DD44D3BD9F0AC0F093E824D0954240009361BD51A00AC02897DD0CD095424080BD8A39C6A00AC068B306C8D095424080E065E13AA10AC098332B4AD1954240004D9D65A5A10AC018A519C3D295424000211189F2A10AC0D876F108D4954240803ACD0C65A20AC08035B60BD395424080265529CFA20AC000CFF03BD195424000E0CCA32BA30AC0485FFE7ACF954240008969E978A30AC01836898FCE9542408012D613CCA30AC098F793C4CC954240801B39B030A40AC010CDA04ACB954240001CE3D78CA40AC0189956FFC995424000AC0816F3A40AC01811CCA7CA954240006A35FA4DA50AC0401386E3CC95424080EA5837C9A50AC040CD3C99CD9542400032176BF6A50AC0981544B8CB954240803DE55A3CA60AC028D28093C795424000C7CA9D8DA60AC0F8FCA297C295424080663C3BF8A60AC0C8E78146BF95424000D4A27947A70AC0D0B3FEC3BC95424000304F129EA70AC06010FB65BB95424000409BCDDBA70AC0D8DBB5C6B995424000B875223BA80AC0003F5322B89542408081A4EE87A80AC0282DB6C2B69542408086C06CEBA90AC0C8CABBE6AF954240",True
"12","Dehesa del Camarate",0,0,2804,0,0,NULL,5,"0105000020E61000000100000001020000004C00000080EECD4AA7000AC0D0FC0A4C4C98424000EB3DBE9A000AC068D4C6614798424080F0AEBEB7000AC01073CBE93D9842400013D510FC000AC0706E8D31349842400089FB5625010AC058BBC15A2A98424000237AFD7F010AC060E5B9902498424080F93B809A010AC0A0ED7E7B1A98424000DC1E2F9A010AC020879675149842400017258CA5020AC06888C0EA00984240005EDCDA1D030AC048C150C9F69742400029129BA0030AC06012E178EB97424000435B9F13040AC0C05B79AFE0974240809AD8C0C5040AC050023234D797424080E8CD6821050AC0E0E93395CB97424080E8F34480050AC000767FACC497424000193B80D8050AC0C041C79DBC9742400050C6FF64060AC0F8842D76AF97424000059B841F070AC058AD3649A397424000F3066911080AC0806B8FBA8E9742408038846E6C080AC00812C3797D97424000820F5CC4080AC0A8C7D7D56F97424080AC10C0150A0AC08836049A60974240008C2FF4B20A0AC07032FF065997424080FF30AA110B0AC06899B17D4F97424080F074C8760B0AC0D8308EFF4297424080D107D2B00B0AC020404E1F2F974240803BF58CB60B0AC02043C6851F9742400041BD0D670B0AC0C807BD8F1297424080AFBCF9190B0AC0B0F94CD507974240009CDEBD290B0AC0A81429AEFB964240807CB7DC5D0B0AC0080FB8F4F39642400018C166B20B0AC010E68182E496424080A7EA3AF00B0AC0007B2A28DA964240809E79823E0C0AC068B56275D096424000FC4219900C0AC0482A9B40C7964240806303B7260D0AC07834C183BF96424000F6BF66BD0D0AC098172C17B996424000597AA96A0E0AC008E82F1CAB9642408061CA80910E0AC0E8AF6BBEA096424080E824752E0E0AC050A4AE9396964240009B1041520E0AC0F8A52CA99096424080C04E535B0E0AC08061C5358296424000CDCFF1740E0AC070BC5138769642400028B51CE70E0AC0A01568696896424080B743F82E0F0AC0B0E57081619642400073A5BFF60E0AC0F0E0C6F559964240007F080FC50E0AC01091BEC1519642400052FADABA0E0AC038A6B1304B96424000A7D00A860E0AC0980A66F14596424000460C51750E0AC02893BE3240964240801DCE7C120E0AC0A0DDD5F83996424000E857C5EA0D0AC0B04DBE0C349642408075CE8E1B0E0AC0C8F138812B964240006636811E0E0AC08065C8432596424000869556FD0D0AC0505F9A071F9642400060B0C71D0E0AC0B091EECC179642400081D36E4B0E0AC0B8C11E0C129642400035D3A72D0E0AC038F73CC80D96424000CE304F8C0D0AC0201DEDEF0496424000CFCC9D1F0D0AC078224962FE954240802BFC26CD0C0AC0A81D972BF795424080BA3515C30C0AC060BC0C11F395424000B9CA18810C0AC0A08F0700ED95424000F388F76C0C0AC008AF01F5E495424000568E8D6C0C0AC0D03C5E3DDD95424000C3E3FA230C0AC07800B0C7D6954240808C155EDB0B0AC0E024A590CF954240000786BF6E0B0AC030034653CA9542408091DDD9600B0AC068C1AE0ABC95424080CEF898630B0AC0D0F57206B2954240801C630B730B0AC0B0BB0BF69F9542408026A51DEC0B0AC050AC488E9895424000AAB0BD820C0AC0A8FA894F9195424080AC65D57B0D0AC0582B50B989954240001586EA710E0AC0706C433A8795424000CB7E0A2D100AC078ECA10486954240",True
"13","Lanteira",0,0,2515,0,0,NULL,5,"0105000020E61000000100000001020000003A0000000014B6DE7B5909C0204EA8051B93424000F2C242F25909C01058E3B11993424000CE106F895A09C078C2A5121593424000F8FB10345B09C0A8BE738C08934240802FCA60C45B09C0A85ED806FC92424000C5609F475C09C04007B723F292424080A8ACFAA95C09C0D8579795E892424080F0CF3A0C5D09C0087C0611DC924240009096698F5D09C070888588D092424000194DEDD05D09C0C0CA80A0C892424080C657D56D5D09C0D80E8E71BD924240805B0074325D09C0D8B21ED7B892424000FAE2E9AE5D09C0182A825BA992424000A19D6A0A5E09C0B0024B3B9892424000577FC4865E09C0305F3BC98592424000F5EEB0AD5E09C060F8944F76924240005105421D5F09C040EB7F666E92424000C5EC52B45F09C048E50B2567924240801D236FEF6009C0A08FBDB15392424000047ABA7F6109C0C0AA142C4792424000614743E26109C088F542E242924240808208F9B46309C0E0AEE3513792424000008B43B56409C048821B112F92424080B5FE60246509C0A0B7F3F91A92424080C8B126246509C0700CCBB81492424080DA993A4B6509C000897ED20992424000FFCC142A6509C0501392E902924240803830CE296509C098E95557FB91424000DB9156296509C0A01DC280EE91424000BD3B17436509C0501A6507DF91424080D58369706509C0605CC5F1CA914240801EBD66DF6509C08024E48FB391424080E67857626609C018886D1AA2914240007807E6826609C000B30EE29891424080646BCD7B6609C0381A8CBA8A914240007A2A266E6609C0104CE22A7D914240006EADDAC96609C0905CC44B729142408043113BFE6609C01840D4606B91424000D3D511886709C0F8CE82CE6291424000BE2D232C6809C0F878AEED5791424080981A30746809C0D0DFEA5C4F91424000FF9A428E6809C0C884DDC64891424000EB269E526809C088F981EE3C91424000E9E612456809C0C0E321663291424000903A371D6809C0300864DE27914240805150CADA6709C06828916D16914240807194572D6809C048C0B2D10E9142408077E47BEA6809C0984556950591424000B282D4826909C0C8F8F6AAFD9042408019F422F16909C0082A9399F79042408098247D2A6A09C0D84468D8E8904240000B533C2A6A09C098385BFFE19042408045AEBF246A09C03066B6F0DB904240005F83977D6A09C0D81FF6CFCA904240807591F70A6B09C0E017B70BB790424000706271E56A09C02051DA9CA4904240802D6E65C56A09C0589634F997904240004CE04C096B09C0D07D0D028A904240",True
"14","Laguna Seca",NULL,NULL,3044,2257,2306,"100% High-mountain shrubland",16,"0105000020E61000000A000000010200000023000000806AB711DAC007C0F00F3D91768C424000F9019BB5C007C0D8B9B075768C4240800F66EF99C007C0E0BE9F6B768C42400086243E6DC007C0A8AA8E91768C424000525D954BC007C0500AD1C6768C42400007C23916C007C0903444C4768C424000F5D2E4C7BF07C048520CDC768C424080896CC9A5BF07C060CAFBD0768C4240009DE3507DBF07C0907DFF6F778C4240804723A158BF07C078AC8E93778C4240004BE5A633BF07C08840CEFE778C424080D2041A04BF07C0504F1E37788C424080649A16E0BE07C0D8D0C6B1788C424080F57DECB9BE07C0A0243220798C42408008097986BE07C068725EF4798C424000C95EEC46BE07C070F851387B8C424080EAC19014BE07C0B0D745557C8C424080BD8D95E4BD07C0782A360C7D8C424000BD916CBABD07C0A8D654467E8C424080ED6D6096BD07C07858555A7F8C424000388B3561BD07C05802A42E808C42400094826E2FBD07C0B014C354818C4240008758FF12BD07C0E872B94A828C4240004C3DBCFBBC07C078229FFC828C424080D5D921E2BC07C0C8CC9345838C424000BADB2AC5BC07C0204192A8838C42400069693993BC07C0E8FC9E6F838C4240804FFDC564BC07C008CEB7DD828C424080CBF83B37BC07C0B86B7A04828C424080650E5B10BC07C0E037FBC6818C424000632C2EE9BB07C0C80CDE6E818C4240804FC623B1BB07C00082AB3C818C424000253DA982BB07C050223EF4808C4240001686D25BBB07C078817E8B808C42400085C2F84DBB07C0F0E0E960808C424001020000002200000000479734CFA407C07893E1109B8C42400081F877B8A407C068ACE1B59A8C424000B13E8D97A407C060433C219A8C42400073CE1A7FA407C0B85E361B9A8C42400029DED566A407C0F08460ED998C4240006CEBF846A407C090D0B3EC988C4240803F18A827A407C0F858E5A2978C424000F2FB4D14A407C0606802D3968C42408031EA85FBA307C0004F50B3958C42408071C05DDFA307C02022B6DA948C424080A99ACFA2A307C0402060B2938C42408041539F79A307C0207739DB928C424080FA62E754A307C07818725D928C424080C0A1BA30A307C02804B412928C424000376CEEF7A207C030FBAC07938C424000D55706BEA207C078049530948C42400019DE9D96A207C0D0294806958C424080F68D1268A207C0A034A65D958C42400002FFC664A207C0E837C667958C424080E11F902DA207C088CB8592958C424000AA77CA00A207C0B82B46C0958C424000EA63ADBDA107C0082097A0958C4240004B45D28AA107C0F0EB9871958C424000B2CCE868A107C0D8672669958C4240800140D119A107C008FC638C958C424080DE8D0FF7A007C070FF2FE3958C424000B8FD7BBBA007C04077F251958C4240809BB16582A007C00838407A948C42408064D6714DA007C0B8943699948C424080FD601D1DA007C010DDC7FF948C424000A74353E89F07C028027A86958C424080EB19EDB19F07C0404A0A9E958C4240806E369A7F9F07C06835CE5A958C424080629D34519F07C0C8EA465A958C424001020000002200000080629D34519F07C0C8EA465A958C4240808E642E279F07C0F0C27667958C424080D27200FA9E07C0C8F0DC3E958C424000166604C89E07C09006EDCB958C424000085DD6859E07C030ACF125968C424080A4DCA3559E07C0889179DF968C424000A70137169E07C05831BFB4978C424080F17098EE9D07C048401284988C42400060EA47C09D07C040596F76998C424080D7F37CA09D07C0C09209379A8C424080889B37749D07C0A06FAB909A8C4240006FE716489D07C020113EF49A8C42408012C00C479D07C0407D00FC9A8C424000F6ADED259D07C0385F6AF39B8C424000C0A81E159D07C0A0929C4E9D8C42400094D78C049D07C058F4B39D9E8C424000386C9AF89C07C0A056C6639F8C42400038842FEE9C07C000DD8C77A08C424080F1C54EE09C07C0D89260A7A18C424080C6ED16CF9C07C020D9D7B2A38C424000FCFC1DA89C07C0184A10C2A48C424000B6A1FF719C07C00860742DA58C4240002B61EC0B9C07C01087497EA58C42400076D253C89B07C0006FEC0CA58C4240001A1D3C859B07C0A04AE628A58C4240801C36EA519B07C08078A34AA58C424080BA4D434A9B07C000A8AF42A58C424000A09B05F39A07C038C4263CA58C4240004D9141C39A07C0308BE7ABA58C424080C8B94FB99A07C080E11DCCA58C424080E644717D9A07C038E6BB4FA68C42408035A599479A07C080BE4662A78C424000B110802C9A07C080D2B33AA88C4240807B3F8E169A07C0D8FCFEBBA88C424001020000003200000000A94C5C87CD07C050454A50CF8C42408017ED895FCD07C020616C1CCF8C42408051525D49CD07C018374CD9CE8C424080BEC71236CD07C008E6827CCE8C424080B3373526CD07C0E002A25DCE8C424080CB59600ECD07C098F5FAB1CE8C4240004F7E1BFACC07C0C8E6532FCE8C424000481F5DE6CC07C048D01A81CD8C424000677C13CECC07C040ED8E64CD8C424000A0C75DC1CC07C0A06846F5CC8C4240001C3173B4CC07C0E05FB7B4CC8C424000DC3CFEA0CC07C0F0D3326BCC8C42408044CC578FCC07C090A7C667CC8C42408057FC7677CC07C028F07D2DCC8C424000E6A5B662CC07C0981DBB0ECC8C42408043AB8150CC07C0886718CACB8C424000C78FAF3FCC07C0A81E096BCB8C424080AC67241CCC07C070D329A6CA8C42408094BB4600CC07C02833BCFEC98C424080D8C6CDE0CB07C0B0CA682BC98C424000B048CFD1CB07C06832B911C98C424000D33A65C6CB07C0C8966D93C98C4240004E2AC1B2CB07C0F0815D87C98C424080AF414D97CB07C01098912BC98C424080D64B2884CB07C0E84183B2C88C4240008B10C86CCB07C0F0005939C88C4240809D6C4C4DCB07C03071B96EC88C4240802154FA20CB07C078405C83C88C4240003C47DF02CB07C080170D1EC88C4240802ECF3EE7CA07C0A8AF3C22C88C4240006B7D91D0CA07C018F89F09C88C4240801DB139AECA07C088E30CA7C78C42408089D5848CCA07C0389242FBC68C42408038140B6ACA07C0C851967AC68C4240009A3C8643CA07C0A0E289A4C68C42400033331225CA07C0A8A6A68FC68C424000EEDA2CFEC907C0401FE969C68C424000EE4EA9D8C907C040529339C68C42408083764CB2C907C0000D1F46C58C424080C350B496C907C0000170FBC48C4240007552506BC907C0A847ADACC48C42400028DB043BC907C0C05DE274C48C424000F6942505C907C020A9E2B9C38C424000EFDF4AE3C807C0A0F9AA9CC38C424000245B79A3C807C0A0785507C38C4240809DB9DD84C807C0707A4F06C38C424000C411C761C807C098C3DB0EC38C4240802554963FC807C070CC6807C38C424080AC899821C807C008082202C38C424000CD2C95F9C707C000A4C3D1C28C424001020000001E00000000F85DAB19C607C0E8A34FC2848C4240004161C2FBC507C098B92836838C424080B61AD2DBC507C0D0D95EB2818C4240001CD66DB3C507C0202C97EB7F8C424080C174C49BC507C070A0B57F7E8C4240006629BC78C507C050F85AA77C8C4240006609603AC507C0005CFEED798C424080F54DBD15C507C03005EB3F788C424000806BB7F5C407C0A09B430D778C424000C7207AC9C407C030385CAE758C424080113F94A2C407C0B894F8EB748C424000803A2F5FC407C070EE77E1748C424000A2429B3AC407C0E027E18B748C42400072DE2F01C407C0906764EB748C42400016AE07C6C307C0089745D0748C4240001432A193C307C0A0464F6E748C424000CA6AE065C307C080A0547C758C424080272DD364C307C000996D79758C424080EA14B830C307C000BA559B758C42400009F59E11C307C0F88680B8758C42400004E5C0EFC207C068744012768C424000D1F23EB9C207C0C0F88856768C42408026146E6EC207C010C75F6C778C4240005DC53838C207C0D8CDCC06788C424080D9E41611C207C0585FEA75788C4240804F6768E8C107C0A8456A65788C424080C282689EC107C0F0691A23788C424000AFDD1578C107C038E0B8CE778C42408077A88717C107C0481583FC768C4240806AB711DAC007C0F00F3D91768C42400102000000200000000085C2F84DBB07C0F0E0E960808C4240809ED59226BB07C018374921808C424080BAFFD4E7BA07C028E502C57F8C42408045D397ADBA07C05041F8697F8C424080A138B771BA07C0F0C19F3F7F8C4240803FE0B13ABA07C0C067F8777F8C4240808E004D08BA07C06857847C7F8C424080DB6BBDB6B907C0489FC1D97F8C42400082F33F7FB907C0C06090917F8C42408096B46855B907C0E0BA64B47F8C424000DC460831B907C038126DD67F8C424080A6009C07B907C000FF5935808C4240800A0177DBB807C010C3A133808C424000502F56A6B807C08880D678808C4240801858F271B807C0486BC889808C424080A749144DB807C0707DB905818C424000175B612AB807C088D29E32818C4240808019C304B807C0E8FAED41818C4240008E9C15E9B707C0F89DA468818C4240800D8A62C9B707C0785E4FB3818C42400005554A9FB707C00016443A828C424080722F8172B707C078B2BC94828C424080BC6D5042B707C0A87B488B828C4240001A53781CB707C020884BDF828C424080DABFF4EEB607C080577051838C424000576693C1B607C090254618848C4240001658DC8CB607C0C8981D77848C4240800D94F54AB607C0C0F88B0E858C4240001116A31BB607C06085BD1E868C4240806533D8EBB507C030041BD2868C4240006E067DBEB507C0E83576F6868C42408055A1D29FB507C0A81D1D15878C42400102000000280000008055A1D29FB507C0A81D1D15878C424000BBB2BF77B507C0482B7280878C42400082F38654B507C0F8DCCDB6878C424000CE07E52CB507C0684A62EB878C424080315A4C0EB507C058338634888C4240009758C0D4B407C09032E1B8888C42408084A2E89DB407C0E84F2E6F898C42408002DC4F6DB407C0F088A05D8A8C4240009B21643FB407C0E8DC39768B8C424000DA43442FB407C0C099C6D38B8C424080E7901D19B407C0F889FBE38B8C4240007BD47B04B407C0C8858A118C8C4240802322E3EEB307C030A25BEC8C8C42408094AFA8E1B307C0D0F546458D8C4240009D6469AFB307C030D7012E8D8C42400043B5C38AB307C088053F908D8C424080E13D4E6BB307C010A8A3F58D8C424000D524CE43B307C0B0662A528E8C424000D53E691DB307C01074AAA58E8C424080267B6FFFB207C080EE94138F8C424080D4C09BDDB207C0F0662BA18E8C4240006722F0B0B207C038146C008F8C42400010814690B207C0581A82FA8E8C424000EAD48D5EB207C020A33C608F8C424000B43C6035B207C0E0979002908C424000CC6DBB03B207C0E08D3474908C424080FD67FDC8B107C0683F8D13908C424080500B7992B107C010F582BC8F8C42408098C57A59B107C088C1AB3B8F8C424000AB71012BB107C038B4AD458F8C424000C67E6F03B107C0889AB0B68F8C4240803DC4A1DFB007C0806D9DEF8F8C424000BC0187CCB007C00086F71F908C4240008D7A1BAAB007C0D82391A68F8C424080B0DE5C87B007C0582B215F8F8C424000F754D76CB007C0F0638F678F8C424080304ECA44B007C03813F1488F8C42408083BF2722B007C070A7B0C98F8C4240801A706D13B007C0A053F537908C424080D8FD7906B007C0406D1F22908C424001020000002A00000080D8FD7906B007C0406D1F22908C424080593568E5AF07C0B0B40752908C424080FA82C7CBAF07C0500D340C908C424000C00128A4AF07C0B83CEADD8F8C424080186AD074AF07C020D597AF8F8C4240008D668351AF07C0C849E7848F8C42400075FA3232AF07C0982705BA8F8C42408080C50F05AF07C098C8C1B68F8C424080E8BE8AF6AE07C058B6D2828F8C424080E4A4BBE1AE07C0A85E4EDB8F8C4240003AE487C6AE07C04042A9378F8C4240000FB949A7AE07C0803456148F8C424080EB5AE583AE07C020BC922B8F8C42400000D31B4EAE07C0E8A012448E8C42408084B3EE2EAE07C0889C9FFE8D8C424000E9753007AE07C060898B398E8C42400016F2ADB4AD07C0F8D7041B8E8C4240008C8AC38FAD07C0B06290DF8E8C4240807F8F276DAD07C0A0531A488F8C4240005CEDA54CAD07C088640C3C8F8C424080D4C6E533AD07C0E8C869738F8C424080A29D5E1FAD07C068980EFB8F8C424080349BAB0CAD07C0C0EC4EAC908C424000FDDB95F8AC07C0400DE4E8908C424000E61758D9AC07C0D834DFC3908C424080C51CC7B9AC07C0B0612252918C424080D63F649EAC07C04084DDEF918C4240803C70AF7BAC07C09847AB85928C4240803E01EE5BAC07C078FCD09F928C424000E031E33DAC07C0E0EC2D57928C424000239C3211AC07C0D0448716928C4240000A8B1AE4AB07C050428F09928C42400079E8A4BFAB07C0707A58C1928C42408061F3D497AB07C020B93556938C424000DB5D1E6DAB07C00049816D938C424000D77D8D45AB07C09841C459938C424080FF8EAD09AB07C03066480B938C424000280CAEDFAA07C03851E3FC928C424080202786C3AA07C008EAE5FB928C424000F2F9FBA1AA07C0E8C3BFE4938C424080EC9C6681AA07C088468F63948C424000F3FAF169AA07C0C80763CF948C424001020000002800000000F3FAF169AA07C0C80763CF948C4240006BBDF34CAA07C0F0172CA2948C424080EBF8712CAA07C0B8B0860F958C4240803D90D30FAA07C0382A7220958C424080937AC8F4A907C0D0D40F4A958C424080049AEEC6A907C0F045C147958C424000063EED8DA907C0907BB826958C424000F26D576EA907C0986555DF948C42408048626055A907C0605BF7DD948C424000F9E3AC3EA907C08095B604958C4240803181CA14A907C038E99F15958C424080C540B3F8A807C0F8657FF9948C4240805F3113DAA807C0983F7DA3948C4240800B5D93B2A807C09022B399948C424000B23F3C8AA807C0105BA068948C4240809882815CA807C028727BFB938C424080A4012131A807C07811107A938C4240005C7202F1A707C0507FA291938C424080CAF44BC4A707C0980884A5938C424000EFD08799A707C0184C2889948C4240802ED43E76A707C0B0E40305958C424080F697595BA707C010E48754958C424080F72BAE3BA707C0202E14DE958C424080D2D02A26A707C0102B4EB5968C424080CB7372F6A607C0500480B6978C424080359204E1A607C08064EF9C988C424080BFEA81BCA607C08812DC9E998C4240806059109AA607C0A8329E0B9A8C424000C76B7772A607C0E0D949AA9A8C4240001E48EB63A607C04013E0AF9A8C42408000F5C445A607C0807B31109B8C424000B7FFAA1EA607C0C0FFA6AF9B8C424000B98439FDA507C0E84D4F099C8C424080A36988DEA507C0C8737AD49B8C42408051AAAABBA507C048B4CDC29B8C42400000DCD1A4A507C0F86848B49B8C424080C66ADC63A507C0882330BF9B8C4240807DC1342DA507C050B892489B8C4240801DDE010BA507C010B98F329B8C424000479734CFA407C07893E1109B8C424001020000002400000000CD2C95F9C707C000A4C3D1C28C4240008DEF2DDAC707C078644309C38C4240008CD97BB9C707C08878D4CDC28C4240804845BCA5C707C0D8EEEED3C18C424080C477DE9DC707C00838F133C08C424000CB8E0197C707C028C1C889BE8C42408089187E89C707C0982D7E92BC8C424080BB98E281C707C0F8A97EA0BA8C424080258DAB73C707C0F8F8BC03B88C4240002507426BC707C050290EBEB58C4240809025F764C707C0581811E8B38C424000B2DEA55DC707C00868FC11B28C424080B7565058C707C0F873C58AAF8C42400055704550C707C0A8352B1AAC8C424080FA50B351C707C090FF4F86A98C4240809449EC5EC707C058EC55EFA68C4240009E63A068C707C050386F94A38C42400002FFE772C707C0A87CFBECA08C4240005A17477DC707C078C4A9C29E8C424080A6BD778AC707C0E88CA8239C8C4240805B796B8EC707C0381168E39A8C4240007564C68AC707C0E0C5B09A998C424080DE3BF085C707C078BF934E988C424000C671F972C707C070B139D9968C4240801A066865C707C0D84D55E6958C42400072CD9153C707C0380E79F4948C4240005A842F3AC707C0484B26C0938C4240006E3E482BC707C0F84588E6928C424000A4B5D407C707C0C8D4212D918C42408065258AE9C607C048FA1CDB8F8C424080FFB6FEC8C607C088DC22898E8C4240807C47C7B4C607C0C813B9618D8C424000B7F5F68EC607C06018CAA58B8C4240808477AA5DC607C048B5DA26898C42400054C48141C607C06873D53C878C424000F85DAB19C607C0E8A34FC2848C4240",True
"14_1","Laguna Seca tramo 1",14,1,309,2280,2299,"100% High-mountain shrubland",16,"0105000020E61000000100000001020000003200000000A94C5C87CD07C050454A50CF8C42408017ED895FCD07C020616C1CCF8C42408051525D49CD07C018374CD9CE8C424080BEC71236CD07C008E6827CCE8C424080B3373526CD07C0E002A25DCE8C424080CB59600ECD07C098F5FAB1CE8C4240004F7E1BFACC07C0C8E6532FCE8C424000481F5DE6CC07C048D01A81CD8C424000677C13CECC07C040ED8E64CD8C424000A0C75DC1CC07C0A06846F5CC8C4240001C3173B4CC07C0E05FB7B4CC8C424000DC3CFEA0CC07C0F0D3326BCC8C42408044CC578FCC07C090A7C667CC8C42408057FC7677CC07C028F07D2DCC8C424000E6A5B662CC07C0981DBB0ECC8C42408043AB8150CC07C0886718CACB8C424000C78FAF3FCC07C0A81E096BCB8C424080AC67241CCC07C070D329A6CA8C42408094BB4600CC07C02833BCFEC98C424080D8C6CDE0CB07C0B0CA682BC98C424000B048CFD1CB07C06832B911C98C424000D33A65C6CB07C0C8966D93C98C4240004E2AC1B2CB07C0F0815D87C98C424080AF414D97CB07C01098912BC98C424080D64B2884CB07C0E84183B2C88C4240008B10C86CCB07C0F0005939C88C4240809D6C4C4DCB07C03071B96EC88C4240802154FA20CB07C078405C83C88C4240003C47DF02CB07C080170D1EC88C4240802ECF3EE7CA07C0A8AF3C22C88C4240006B7D91D0CA07C018F89F09C88C4240801DB139AECA07C088E30CA7C78C42408089D5848CCA07C0389242FBC68C42408038140B6ACA07C0C851967AC68C4240009A3C8643CA07C0A0E289A4C68C42400033331225CA07C0A8A6A68FC68C424000EEDA2CFEC907C0401FE969C68C424000EE4EA9D8C907C040529339C68C42408083764CB2C907C0000D1F46C58C424080C350B496C907C0000170FBC48C4240007552506BC907C0A847ADACC48C42400028DB043BC907C0C05DE274C48C424000F6942505C907C020A9E2B9C38C424000EFDF4AE3C807C0A0F9AA9CC38C424000245B79A3C807C0A0785507C38C4240809DB9DD84C807C0707A4F06C38C424000C411C761C807C098C3DB0EC38C4240802554963FC807C070CC6807C38C424080AC899821C807C008082202C38C424000CD2C95F9C707C000A4C3D1C28C4240",True
